clorofila_a_mg_l,alcalinidad_total_mg_ca_co3_l,conductividad_m_s_cm,fosforo_total_mg_p_l,solidos_suspendidos_totales_mg_l,potencial_de_hidrogeno_p_h_sin_unid,temperatura_o_c,date,date_time,estacion,river,data_model
0.3,41,88.3,199,7,6.88,24.6,2014-02-12,2014-02-12T00:00:00Z,RN16,Negro,Train
NA,44,92.2,220,10,6.78,24.8,2014-02-12,2014-02-12T00:00:00Z,RN17,Negro,Train
0.4,45.2,76.6,120,26,7.49,13.8,2014-05-20,2014-05-20T00:00:00Z,RN1,Negro,Train
0.1,43.1,81.9,120,NA,7.53,16.3,2014-05-20,2014-05-20T00:00:00Z,RN2,Negro,Train
0.3,30.7,61.1,130,NA,7.82,17.2,2014-05-20,2014-05-20T00:00:00Z,RN3,Negro,Train
0.3,34.1,63.7,110,NA,7.29,17.1,2014-05-21,2014-05-21T00:00:00Z,RN6,Negro,Train
NA,34,64.7,99,NA,7.27,17.1,2014-05-21,2014-05-21T00:00:00Z,RN7,Negro,Train
NA,37.2,69.4,190,NA,7.67,16.4,2014-05-22,2014-05-22T00:00:00Z,RN10,Negro,Train
NA,31,62.9,170,NA,7.52,16.9,2014-05-22,2014-05-22T00:00:00Z,RN5,Negro,Train
0.4,38.5,68.4,210,NA,7.32,16.2,2014-05-22,2014-05-22T00:00:00Z,RN9,Negro,Train
2.5,38.3,68.7,170,NA,7.31,16,2014-05-27,2014-05-27T00:00:00Z,RN11,Negro,Train
5,63.3,103.1,160,3,6.98,15,2014-05-27,2014-05-27T00:00:00Z,RN12,Negro,Train
2.8,39,72.3,130,3,7.04,16.1,2014-05-29,2014-05-29T00:00:00Z,RN13,Negro,Train
1.2,39.4,88.1,190,5,7.09,15.9,2014-05-29,2014-05-29T00:00:00Z,RN14,Negro,Train
0.7,54.6,92.1,150,4,7.31,15,2014-05-29,2014-05-29T00:00:00Z,RN15,Negro,Train
0.6,51.6,85.1,160,3,7.39,15.2,2014-05-29,2014-05-29T00:00:00Z,RN16,Negro,Train
1.6,51.1,86.6,200,19,7.96,15,2014-05-29,2014-05-29T00:00:00Z,RN17,Negro,Train
0.3,21.1,38.3,142,20,7.87,11.8,2014-07-29,2014-07-29T00:00:00Z,RN1,Negro,Train
NA,32.5,55.3,105,13,6.9,11.7,2014-07-29,2014-07-29T00:00:00Z,RN2,Negro,Train
0.1,32.6,61.5,104,NA,7.16,15.9,2014-07-29,2014-07-29T00:00:00Z,RN3,Negro,Train
0.3,33.6,59.8,126,NA,8.23,13.6,2014-07-30,2014-07-30T00:00:00Z,RN5,Negro,Train
0.3,34,58.6,96,NA,7.77,13.5,2014-07-30,2014-07-30T00:00:00Z,RN6,Negro,Train
NA,34.5,58.3,104,NA,7.72,12.7,2014-07-30,2014-07-30T00:00:00Z,RN7,Negro,Train
0.1,36.9,61.2,115,16,7.57,13.7,2014-07-31,2014-07-31T00:00:00Z,RN10,Negro,Train
0.1,37.7,58.2,118,NA,7.08,13.2,2014-07-31,2014-07-31T00:00:00Z,RN9,Negro,Train
NA,39,66.5,77.2,NA,7.86,14,2014-08-19,2014-08-19T00:00:00Z,RN11,Negro,Train
6.5,52.7,105,107,NA,8.1,15.1,2014-08-19,2014-08-19T00:00:00Z,RN12,Negro,Train
NA,39.3,71.3,116,NA,7.75,15.7,2014-08-20,2014-08-20T00:00:00Z,RN13,Negro,Train
0.1,40.1,714.5,108,3,7.78,15.2,2014-08-20,2014-08-20T00:00:00Z,RN14,Negro,Train
NA,44.6,76.9,114,3,7.47,15.1,2014-08-21,2014-08-21T00:00:00Z,RN15,Negro,Train
0.3,46.5,79.2,121,3,7.38,14.9,2014-08-21,2014-08-21T00:00:00Z,RN16,Negro,Train
0.1,48.5,85.7,100,10,7.43,NA,2014-08-21,2014-08-21T00:00:00Z,RN17,Negro,Train
NA,34.9,95.7,169,49,7.66,23.9,2014-11-25,2014-11-25T00:00:00Z,RN1,Negro,Train
0.4,31.3,79.1,123,27,7.31,23.7,2014-11-25,2014-11-25T00:00:00Z,RN2,Negro,Train
0.1,29.9,64.1,129,NA,7.28,23.6,2014-11-25,2014-11-25T00:00:00Z,RN3,Negro,Train
9.3,36.3,70.6,82.1,NA,7.6,22.2,2014-11-26,2014-11-26T00:00:00Z,RN5,Negro,Train
2.5,1630,71.6,101,16,7.66,22.5,2014-11-26,2014-11-26T00:00:00Z,RN6,Negro,Train
0.6,33.7,71.2,87.2,NA,7.69,22.3,2014-11-26,2014-11-26T00:00:00Z,RN7,Negro,Train
0.6,35.2,77.8,86.3,13,8.36,22.9,2014-11-27,2014-11-27T00:00:00Z,RN10,Negro,Train
0.7,34.2,77.8,96.5,NA,7.57,22.5,2014-11-27,2014-11-27T00:00:00Z,RN9,Negro,Train
NA,711,103.6,170,11,7.17,21.3,2014-12-02,2014-12-02T00:00:00Z,RN12,Negro,Train
0.3,38.2,79.1,161,5,7.38,22.3,2014-12-03,2014-12-03T00:00:00Z,RN11,Negro,Train
3.4,37.1,84.8,74.3,NA,7.44,22.7,2014-12-03,2014-12-03T00:00:00Z,RN13,Negro,Train
0.3,37.6,88.3,142,5,7.43,22.7,2014-12-03,2014-12-03T00:00:00Z,RN14,Negro,Train
1.5,41.3,91.8,154,9,7.67,22.3,2014-12-04,2014-12-04T00:00:00Z,RN15,Negro,Train
1,41.7,92,130,9,7.68,22.3,2014-12-04,2014-12-04T00:00:00Z,RN16,Negro,Train
0.7,39.8,93,163,10,6.97,22.7,2014-12-04,2014-12-04T00:00:00Z,RN17,Negro,Train
1.5,49,126.1,147,27,7.49,25.9,2015-03-17,2015-03-17T00:00:00Z,RN1,Negro,Train
0.1,37,94.8,102,NA,7.23,29.7,2015-03-17,2015-03-17T00:00:00Z,RN2,Negro,Train
0.4,43,105.6,104,NA,7.93,29.6,2015-03-17,2015-03-17T00:00:00Z,RN3,Negro,Train
4.3,37,79.2,136,NA,7.79,26.4,2015-03-18,2015-03-18T00:00:00Z,RN5,Negro,Train
2.7,36,79,67,NA,7.91,26.5,2015-03-18,2015-03-18T00:00:00Z,RN6,Negro,Train
3,36,79.4,43,NA,7.81,26.2,2015-03-18,2015-03-18T00:00:00Z,RN7,Negro,Train
1.3,36,82.9,123,12,7.82,26.5,2015-03-19,2015-03-19T00:00:00Z,RN10,Negro,Train
5.3,36,81.1,62,12,7.44,25.9,2015-03-19,2015-03-19T00:00:00Z,RN9,Negro,Train
2.1,41,84.7,84,9,6.81,24,2015-03-24,2015-03-24T00:00:00Z,RN11,Negro,Train
3.3,53,110.4,103,6,7.16,23.8,2015-03-24,2015-03-24T00:00:00Z,RN12,Negro,Train
0.1,41,91.2,130,5,6.55,23.9,2015-03-25,2015-03-25T00:00:00Z,RN13,Negro,Train
1.9,42,92.8,122,5,6.65,24.1,2015-03-25,2015-03-25T00:00:00Z,RN14,Negro,Train
1.3,44,95.9,79,NA,7.54,23,2015-03-26,2015-03-26T00:00:00Z,RN15,Negro,Train
1.6,44,96.4,88,5,7.27,23,2015-03-26,2015-03-26T00:00:00Z,RN16,Negro,Train
0.7,46,101.9,112,5,7.25,22.8,2015-03-26,2015-03-26T00:00:00Z,RN17,Negro,Train
2.1,57,137.4,180,19,7.37,13.1,2015-06-02,2015-06-02T09:30:00Z,RN1,Negro,Train
1.2,56,131.8,120,17,7.96,16.8,2015-06-02,2015-06-02T09:30:00Z,RN2,Negro,Train
8,50,101.9,110,NA,8.62,20,2015-06-02,2015-06-02T09:30:00Z,RN3,Negro,Train
1.6,38,71.2,79,NA,7.34,17,2015-06-03,2015-06-03T10:39:00Z,RN5,Negro,Train
0.3,37,72.7,78,NA,7.23,17,2015-06-03,2015-06-03T10:39:00Z,RN6,Negro,Train
0.9,41,78.1,81,NA,7.07,17,2015-06-03,2015-06-03T10:39:00Z,RN7,Negro,Train
1.8,42,80.5,67,NA,8.12,18.2,2015-06-05,2015-06-05T11:39:00Z,RN10,Negro,Train
NA,41,76.3,76,NA,7.76,17.1,2015-06-05,2015-06-05T11:39:00Z,RN9,Negro,Train
1,43,80.8,77,NA,7.72,17.2,2015-06-09,2015-06-09T10:51:00Z,RN11,Negro,Train
1.3,50,95.6,87,NA,7.41,17.1,2015-06-09,2015-06-09T10:51:00Z,RN12,Negro,Train
2.2,43,81.9,83,6,7.21,17.7,2015-06-10,2015-06-10T10:29:00Z,RN13,Negro,Train
0.5,44,82.4,73,NA,7.42,17.9,2015-06-10,2015-06-10T10:29:00Z,RN14,Negro,Train
1.9,48,87.6,93,6,7.12,16.7,2015-06-12,2015-06-12T10:18:00Z,RN15,Negro,Train
1.9,51,93.7,93,5,7.18,16.8,2015-06-12,2015-06-12T10:18:00Z,RN16,Negro,Train
12.7,110,198.4,96,7,7.79,16.9,2015-06-12,2015-06-12T10:18:00Z,RN17,Negro,Train
0.6,34,87.9,120,35,6.09,16.6,2015-09-01,2015-09-01T00:00:00Z,RN1,Negro,Train
3.1,27,68.9,NA,15,6.82,16.4,2015-09-01,2015-09-01T00:00:00Z,RN2,Negro,Train
1,24,63.9,76,15,6.85,17,2015-09-01,2015-09-01T00:00:00Z,RN3,Negro,Train
0.9,37,90.8,91,NA,6.84,15.4,2015-09-02,2015-09-02T00:00:00Z,RN5,Negro,Train
NA,36,91.2,93,NA,7.12,15.5,2015-09-02,2015-09-02T00:00:00Z,RN6,Negro,Train
0.3,36,91.1,88,NA,6.95,15.5,2015-09-02,2015-09-02T00:00:00Z,RN7,Negro,Train
0.9,37,92.9,130,23,7.31,16.2,2015-09-03,2015-09-03T00:00:00Z,RN10,Negro,Train
0.6,37,91.9,86,NA,6.68,15.5,2015-09-03,2015-09-03T00:00:00Z,RN9,Negro,Train
0.4,40,85.2,81,NA,7.85,16.1,2015-09-08,2015-09-08T00:00:00Z,RN11,Negro,Train
0.4,63,149.8,120,NA,7.78,16.6,2015-09-08,2015-09-08T00:00:00Z,RN12,Negro,Train
0.7,34,84.5,120,NA,7.53,16.1,2015-09-09,2015-09-09T00:00:00Z,RN13,Negro,Train
0.3,33,84.3,100,NA,7.99,15.9,2015-09-09,2015-09-09T00:00:00Z,RN14,Negro,Train
NA,40,94.9,100,NA,7.92,15.2,2015-09-10,2015-09-10T00:00:00Z,RN15,Negro,Train
0.6,40,94.1,120,NA,8.04,15.2,2015-09-10,2015-09-10T00:00:00Z,RN16,Negro,Train
0.3,37,93.3,110,NA,8.08,15.5,2015-09-10,2015-09-10T00:00:00Z,RN17,Negro,Train
6.1,38,91.4,140,67,7.02,22.5,2015-12-01,2015-12-01T00:00:00Z,RN1,Negro,Train
5.8,34,84.6,81,13,7.13,24.2,2015-12-01,2015-12-01T00:00:00Z,RN2,Negro,Train
13,28,67.1,120,13,7.22,23.4,2015-12-01,2015-12-01T00:00:00Z,RN3,Negro,Train
2.4,30,69.4,85,NA,7.46,23,2015-12-02,2015-12-02T00:00:00Z,RN5,Negro,Train
0.4,29,69.8,90,NA,7.54,22.3,2015-12-02,2015-12-02T00:00:00Z,RN6,Negro,Train
0.7,30,68.8,130,NA,7.41,21.7,2015-12-02,2015-12-02T00:00:00Z,RN7,Negro,Train
0.6,31,73.2,94,NA,7.52,23.2,2015-12-03,2015-12-03T00:00:00Z,RN10,Negro,Train
0.9,30,70.3,120,NA,7.37,22,2015-12-03,2015-12-03T00:00:00Z,RN9,Negro,Train
0.6,34,76.9,96,NA,7.05,22.6,2015-12-08,2015-12-08T00:00:00Z,RN11,Negro,Train
3.8,45,103.3,110,NA,7.31,23.5,2015-12-08,2015-12-08T00:00:00Z,RN12,Negro,Train
6.2,34,81.8,83,NA,7.66,24.6,2015-12-10,2015-12-10T00:00:00Z,RN13,Negro,Train
1,33,79.4,99,NA,7.22,22.9,2015-12-10,2015-12-10T00:00:00Z,RN14,Negro,Train
1.3,37,89.3,100,NA,7.2,24.2,2015-12-10,2015-12-10T00:00:00Z,RN15,Negro,Train
2.2,43,99.1,100,NA,7.24,24,2015-12-10,2015-12-10T00:00:00Z,RN16,Negro,Train
13,43,103.7,110,NA,7.59,25.6,2015-12-10,2015-12-10T00:00:00Z,RN17,Negro,Train
10.8,44,118.2,190,46,7.99,27.5,2016-02-23,2016-02-23T09:33:00Z,RN1,Negro,Train
9.6,49,114.9,150,22,7.75,28.6,2016-02-23,2016-02-23T11:58:00Z,RN2,Negro,Train
1.8,29,69.8,130,NA,7.85,29.8,2016-02-23,2016-02-23T14:43:00Z,RN3,Negro,Train
6.5,32,70.6,94,NA,7.51,26.9,2016-02-24,2016-02-24T09:33:00Z,RN6,Negro,Train
3.1,31,71.4,96,NA,7.77,27.1,2016-02-24,2016-02-24T10:22:00Z,RN7,Negro,Train
40.4,32,72.5,93,19,8.93,28.2,2016-02-24,2016-02-24T11:50:00Z,RN5,Negro,Train
9,35,74.1,120,NA,7.52,27.6,2016-02-25,2016-02-25T10:20:00Z,RN9,Negro,Train
2.1,36,82.1,130,NA,7.9,28,2016-02-25,2016-02-25T11:30:00Z,RN10,Negro,Train
1.5,36,73.5,110,NA,7.38,26.1,2016-03-01,2016-03-01T10:09:00Z,RN11,Negro,Train
5.8,37,79.5,140,NA,7.32,26.2,2016-03-01,2016-03-01T16:15:00Z,RN14,Negro,Train
3.6,44,91.6,200,7,7.53,24.7,2016-03-02,2016-03-02T10:20:00Z,RN12,Negro,Train
3.3,37,78.7,150,NA,7.47,25.7,2016-03-02,2016-03-02T13:14:00Z,RN13,Negro,Train
4,44,89.4,180,8,7.43,25,2016-03-03,2016-03-03T09:35:00Z,RN15,Negro,Train
4.9,43,89.4,160,8,7.56,25,2016-03-03,2016-03-03T10:01:00Z,RN16,Negro,Train
5.2,43,90.5,160,NA,7.5,25.2,2016-03-03,2016-03-03T12:00:00Z,RN17,Negro,Train
1.3,23,71,120,21.6,6.81,11,2016-05-24,2016-05-24T09:10:00Z,RN1,Negro,Train
1,31,77.3,91,9.4,7.61,13.2,2016-05-24,2016-05-24T12:58:00Z,RN2,Negro,Train
2.2,36,77.8,100,4.6,6.99,14.9,2016-05-24,2016-05-24T14:10:00Z,RN3,Negro,Train
0.3,27,57.9,80,NA,7.06,14.1,2016-05-25,2016-05-25T09:46:00Z,RN5,Negro,Train
0.1,24,58.9,100,7.2,7.23,14.2,2016-05-25,2016-05-25T10:52:00Z,RN6,Negro,Train
0.3,24,58.4,83,NA,7.15,14.3,2016-05-25,2016-05-25T12:08:00Z,RN7,Negro,Train
0.3,27,62.5,85,NA,7.24,14.1,2016-05-26,2016-05-26T11:00:00Z,RN9,Negro,Train
1.3,26,63.1,84,9.2,7.07,14.3,2016-05-26,2016-05-26T11:42:00Z,RN10,Negro,Train
0.3,29,65.1,84,NA,6.78,14.2,2016-05-31,2016-05-31T10:09:00Z,RN11,Negro,Train
0.7,100,221,140,NA,7.05,13.4,2016-05-31,2016-05-31T10:28:00Z,RN12,Negro,Train
0.6,30,70.9,89,NA,7.06,14.2,2016-06-01,2016-06-01T13:00:00Z,RN13,Negro,Train
0.3,32,71.9,89,NA,7.35,14.3,2016-06-01,2016-06-01T14:19:00Z,RN14,Negro,Train
0.3,37,83.2,93,NA,7.08,13.7,2016-06-02,2016-06-02T09:35:00Z,RN15,Negro,Train
NA,38,85.7,94,NA,7.45,13.6,2016-06-02,2016-06-02T09:52:00Z,RN16,Negro,Train
NA,38,86.2,100,11,7.35,13.3,2016-06-02,2016-06-02T11:27:00Z,RN17,Negro,Train
1.6,36,82,76,49,7.81,15.6,2016-09-20,2016-09-20T09:40:00Z,RN1,Negro,Train
1.8,35,80.9,42,18,8.23,17.8,2016-09-20,2016-09-20T12:10:00Z,RN2,Negro,Train
1.8,35,74.2,40,NA,7.33,19.7,2016-09-20,2016-09-20T14:12:00Z,RN3,Negro,Train
0.7,28,59.2,47,NA,10.25,14.6,2016-09-21,2016-09-21T10:32:00Z,RN5,Negro,Train
NA,30,58.9,46,NA,7.77,14.4,2016-09-21,2016-09-21T11:55:00Z,RN7,Negro,Train
1.5,29,68.1,36,21,7.55,17,2016-09-21,2016-09-21T13:22:00Z,RN6,Negro,Train
0.1,29,61.9,49,NA,7.52,14.8,2016-09-22,2016-09-22T09:58:00Z,RN9,Negro,Train
0.1,29,63.6,40,14,7.72,15.7,2016-09-22,2016-09-22T11:10:00Z,RN10,Negro,Train
0.7,30,64.8,52,NA,7.57,15.8,2016-09-27,2016-09-27T09:21:00Z,RN11,Negro,Train
3.8,42,89.8,72,NA,7.56,17.1,2016-09-27,2016-09-27T11:26:00Z,RN12,Negro,Train
1,37,83.5,67,NA,7.62,18.9,2016-09-28,2016-09-28T10:16:00Z,RN13,Negro,Train
0.3,38,78.5,62,5,7.65,16,2016-09-28,2016-09-28T11:22:00Z,RN14,Negro,Train
0.4,42,86,63,NA,7.59,15.6,2016-09-29,2016-09-29T09:26:00Z,RN15,Negro,Train
0.6,43,87.5,65,NA,7.47,15.9,2016-09-29,2016-09-29T09:48:00Z,RN16,Negro,Train
1.5,45,92.3,56,NA,7.67,16.5,2016-09-29,2016-09-29T11:28:00Z,RN17,Negro,Train
8.7,43,67.4,180,51,6.7,22.1,2016-11-22,2016-11-22T10:00:00Z,RN0,Negro,Train
0.6,37,89.2,69,NA,5.77,21.4,2016-11-22,2016-11-22T10:00:00Z,RN10,Negro,Train
0.4,36,87.4,70,NA,6.25,21.2,2016-11-22,2016-11-22T10:00:00Z,RN9,Negro,Train
22.2,44,119.2,140,48,7.38,24.7,2016-11-23,2016-11-23T10:00:00Z,RN1,Negro,Train
3.3,100,224.5,96,NA,7.09,23.8,2016-11-23,2016-11-23T10:00:00Z,RN12,Negro,Train
4.1,44,104.8,71,NA,6.48,24.3,2016-11-23,2016-11-23T10:00:00Z,RN13,Negro,Train
1.2,45,107,78,7,6.15,22.4,2016-11-23,2016-11-23T10:00:00Z,RN14,Negro,Train
0.6,35,58.3,68,NA,6.78,19.9,2016-11-23,2016-11-23T10:00:00Z,RN6,Negro,Train
0.6,36,88.3,66,NA,7.08,20.7,2016-11-23,2016-11-23T10:00:00Z,RN7,Negro,Train
0.3,53,128.1,120,5,7.27,22.8,2016-11-29,2016-11-29T10:00:00Z,RN15,Negro,Train
2.7,36,92.1,100,56,7.03,24.6,2016-11-29,2016-11-29T10:00:00Z,RN2,Negro,Train
1.3,26,67.4,91,NA,6.7,22.1,2016-11-30,2016-11-30T10:00:00Z,RN3,Negro,Train
0.6,36,88,66,NA,7.11,20.8,2016-11-30,2016-11-30T10:00:00Z,RN5,Negro,Train
7.8,38,89.5,69,NA,6.29,23.7,2016-12-01,2016-12-01T10:00:00Z,RN11,Negro,Train
0.6,54,129.4,130,5,7.22,22.8,2016-12-01,2016-12-01T10:00:00Z,RN16,Negro,Train
2.2,55,132.3,160,11,7.2,24,2016-12-01,2016-12-01T10:00:00Z,RN17,Negro,Train
NA,NA,51.2,140,32,7.34,13.7,2017-07-03,2017-07-03T15:47:00Z,RN0,Negro,Train
NA,23,46,120,29,8,12.2,2017-07-04,2017-07-04T09:03:00Z,RN1,Negro,Train
NA,31,60.5,93,21,7.26,13.8,2017-07-04,2017-07-04T09:03:00Z,RN2,Negro,Train
NA,34,67.2,89,NA,7.66,14.6,2017-07-04,2017-07-04T09:03:00Z,RN3,Negro,Train
NA,28,54,80,NA,7.24,13.9,2017-07-05,2017-07-05T09:56:00Z,RN5,Negro,Train
NA,28,54.1,81,NA,6.9,14.1,2017-07-05,2017-07-05T09:56:00Z,RN6,Negro,Train
NA,29,55.8,82,NA,7.77,14.6,2017-07-05,2017-07-05T09:56:00Z,RN7,Negro,Train
NA,30,57.8,84,15,7.14,14.2,2017-07-06,2017-07-06T10:15:00Z,RN10,Negro,Train
NA,31,57.7,79,NA,7.22,14.2,2017-07-06,2017-07-06T10:15:00Z,RN9,Negro,Train
NA,31,58.3,83,NA,7.62,14.2,2017-07-11,2017-07-11T10:30:00Z,RN11,Negro,Train
NA,68,131.3,300,14,7.58,13.9,2017-07-11,2017-07-11T10:30:00Z,RN12,Negro,Train
NA,36,67.7,98,NA,7.89,14.1,2017-07-11,2017-07-11T10:30:00Z,RN13,Negro,Train
NA,35,51.8,96,12,7.81,14.3,2017-07-11,2017-07-11T10:30:00Z,RN14,Negro,Train
NA,40,74.5,110,7,7.62,14.3,2017-07-12,2017-07-12T10:37:00Z,RN15,Negro,Train
NA,42,77.6,120,6,7.57,14.4,2017-07-12,2017-07-12T10:37:00Z,RN16,Negro,Train
NA,45,86.8,140,9,7.49,15,2017-07-12,2017-07-12T10:37:00Z,RN17,Negro,Train
